Passenger Count;Trip Distance (in miles);Fare Amount;Surcharge;Tip Amount;Total Amount;Generous ? 
1;0,9;6,2;0,5;1,4;8,9;Yes
4;1,82;9,5;0,5;3;13,8;Yes
2;3;12;0,5;2,5;15,8;Yes
1;2,1;10;0,5;0;11,3;No
3;3,79;13,5;0,5;0;14,8;No
1;10,4;29,5;0,5;0;30,8;No
1;3,12;16;0,5;3,3;20,6;Yes
1;2,87;19,5;0,5;0;20,8;No
2;0,41;3,5;0,5;0;4,8;No
1;0,3;4,5;0,5;0;5,8;No
4;1,76;8,5;0,5;1,8;11,6;Yes
2;1,28;8;0,5;0;9,3;No
1;1,72;8,5;0,5;0;9,8;No
1;3,97;15;0,5;0;16,3;No
2;9,2;26,7;0,5;7;35;Yes
2;14,74;40;0,5;0;41,3;No
1;4,56;22;0,5;0;23,3;No
1;2,87;19,5;0,5;0;20,8;No
1;0,88;4,5;0,5;1;6,8;Yes
5;0,45;4,5;0,5;1;6,8;Yes
3;0,7;7;0,5;0;8,3;No
1;1,1;7,5;0,5;0;8,8;No
3;2,11;10;0,5;3,15;14,45;Yes
1;2,42;11;0,5;2,3;14,6;Yes
1;3,41;14;0,5;2,9;18,2;Yes
4;3,4;19;0,5;3,9;24,2;Yes
1;4,3;20,5;0,5;0;21,8;No
1;1,67;20;0,5;0;21,3;No
1;1,4;7;0,5;1,88;10,18;Yes
5;1,72;7,5;0,5;2;10,8;Yes
1;1,9;8,7;0,5;1,5;11,5;Yes
4;2,25;10,5;0,5;0;11,8;No
1;1,61;9,5;0,5;0;10,8;No
1;2,54;11;0,5;0;12,3;No
1;7,04;21;0,5;8,05;35,68;Yes
1;0,4;3,5;0,5;1;5,8;Yes
1;0,7;5,5;0,5;1,2;8;Yes
2;1,3;6,5;0,5;0;7,8;No
1;1,36;7;0,5;1;9,3;Yes
1;1,49;7,5;0,5;2;10,8;Yes
1;1,27;7,5;0,5;0;8,8;No
3;1,7;7,2;0,5;1,7;10,2;Yes
2;0,9;6,7;0,5;1;9;Yes
3;2,89;13;0,5;2,7;17;Yes
2;2,49;12,5;0,5;0;13,8;No
2;4,95;18,5;0,5;0;19,8;No
3;6,6;28,5;0,5;5,5;35,3;Yes
1;1,18;6,5;0,5;2,1;9,9;Yes
1;1,5;7,5;0,5;0;8,8;No
1;1,2;7,2;0,5;1,7;10,2;Yes
3;3,1;12;0,5;0;13,3;No
2;3,52;12,5;0,5;0;13,8;No
1;2,75;13;0,5;2,7;17;Yes
1;10,1;28;0,5;8,75;38,05;Yes
1;3,3;15,2;0,5;4,12;20,62;Yes
2;10,14;30,5;0,5;0;31,8;No
2;2,4;9,5;0,5;3,2;14;Yes
2;2,1;9,2;0,5;2;12,5;Yes
2;2,9;12;0,5;3,3;16,6;Yes
1;4,57;16,5;0,5;4,25;22,05;Yes
1;4,5;16,7;0,5;5,4;23,4;Yes
1;6,1;21,7;0,5;3;26;Yes
2;3,56;19,5;0,5;0;20,8;No
1;0,4;3,5;0,5;0;4,8;No
3;0,7;5;0,5;1,25;7,55;Yes
2;1,11;6;0,5;1,95;9,25;Yes
1;0,78;5;0,5;1,1;7,4;Yes
1;1;5,2;0,5;1,62;8,12;Yes
1;3,2;12;0,5;3,3;16,6;Yes
5;1,98;11,5;0,5;0;12,8;No
1;4;15,5;0,5;0;16,8;No
1;6,3;21;0,5;4,45;26,75;Yes
1;4,9;18,2;0,5;2;21,5;Yes
1;1,29;14;0,5;2,9;18,2;Yes
2;0,74;4,5;0,5;0;5,8;No
1;0,47;4,5;0,5;0;5,8;No
1;7,7;24;0,5;0;25,3;No
1;1,2;7,2;0,5;2,12;10,62;Yes
5;2,22;9;0,5;0;10,3;No
1;1,6;9;0,5;2,38;12,68;Yes
1;1,86;9,5;0,5;1,5;12,3;Yes
1;2,68;12;0,5;0;13,3;No
1;3,09;14,5;0,5;2;17,8;Yes
1;1,3;6;0,5;0;7,3;No
5;1,03;5;0,5;1,1;7,4;Yes
1;2,16;7,5;0,5;0;8,8;No
2;0,8;5;0,5;3;9,3;Yes
1;1,7;8,5;0,5;2,9;12,7;Yes
3;1,08;7,5;0,5;1,6;10,4;Yes
1;2;10,5;0,5;2,35;14,15;Yes
1;4,12;17;0,5;1,7;20;Yes
1;18,15;52;0;0;58,13;No
1;0,55;4;0,5;1,12;6,42;Yes
1;1;5;0,5;0;6,3;No
1;0,7;5;0,5;2;8,3;Yes
1;0,8;5;0,5;1,85;8,15;Yes
4;1,66;7;0,5;1,88;10,18;Yes
1;1,18;6,5;0,5;0;7,8;No
2;3,71;12;0,5;2,5;15,8;Yes
1;1;7,5;0,5;0;8,8;No
1;3,4;12,5;0,5;3,25;17,05;Yes
2;2,6;12,5;0,5;0;13,8;No
1;2,1;13;0,5;0;14,3;No
2;2,37;13,5;0,5;2,8;17,6;Yes
1;3,06;16;0,5;3,3;20,6;Yes
1;10,55;35,5;0,5;7,2;44;Yes
1;1,01;5,5;0,5;0;6,8;No
3;0,66;5;0,5;0;6,3;No
3;0,4;5;0,5;0;6,3;No
2;1,7;7;0,5;0;8,3;No
5;1,33;6,5;0,5;1,4;9,2;Yes
2;0,7;7;0,5;2,05;10,35;Yes
1;2,47;11;0,5;2,3;14,6;Yes
1;6;18;0,5;0;19,3;No
1;3,3;14;0,5;0;15,3;No
2;2,6;12,2;0,5;2,7;16,2;Yes
1;4,75;18;0,5;3,7;23;Yes
1;5,2;20;0,5;4,25;25,55;Yes
1;0,99;6;0,5;0;7,3;No
1;1,23;6,5;0,5;0;7,8;No
1;1,99;10,5;0,5;1;12,8;Yes
5;1,64;11,5;0,5;3;15,8;Yes
1;0;2,5;0,5;0;3,8;No
2;0,3;3,2;0,5;2,5;7;Yes
6;1,07;5,5;0,5;1,2;8;Yes
3;0,8;5;0,5;0;6,3;No
1;2,8;9,5;0,5;0;10,8;No
1;1,31;8;0,5;0;9,3;No
5;1,59;9;0,5;0;10,3;No
2;2;10,5;0,5;2;13,8;Yes
1;4,18;15;0,5;1,5;17,8;Yes
1;0,7;4,5;0,5;0;5,8;No
5;1,47;6,5;0,5;0;7,8;No
5;2,21;9,5;0,5;0;10,8;No
1;2,1;9,7;0,5;2,2;13,2;Yes
2;7,5;23;0,5;10;39,63;Yes
2;4,2;19;0,5;4,05;24,35;Yes
1;0,53;4;0,5;0;5,3;No
3;1,42;6,5;0,5;1,4;9,2;Yes
1;1,04;6;0,5;0;7,3;No
1;1,5;6,2;0,5;1,5;9;Yes
4;1;6,5;0,5;0;7,8;No
2;1,91;8;0,5;0;9,3;No
2;1,75;8;0,5;1,7;11;Yes
1;2,11;9;0,5;1,9;12,2;Yes
2;1,4;8,7;0,5;1,75;11,75;Yes
6;2,38;11;0,5;2,3;14,6;Yes
1;3,5;14;0,5;0;15,3;No
1;1,1;5,5;0,5;0;6,8;No
2;3,12;10,5;0,5;0;11,8;No
6;0,87;6;0,5;0;7,3;No
2;1,83;7,5;0,5;0;8,8;No
4;1,7;10;0,5;0;11,3;No
4;1,54;14;0,5;0;15,3;No
6;3,59;17;0,5;0;18,3;No
4;13,6;41,5;0,5;0;42,8;No
2;0,4;3,7;0,5;1,25;6,25;Yes
3;1,09;5;0,5;1;7,3;Yes
1;1,23;6;0,5;0;7,3;No
1;1,1;7;0,5;1,65;9,95;Yes
1;1,7;8,5;0,5;0;9,8;No
1;1,2;8;0,5;1,7;11;Yes
1;5,4;18,5;0,5;0;19,8;No
6;3,97;15,5;0,5;4;20,8;Yes
2;4,2;17,5;0,5;0;18,8;No
1;5,8;20,5;0,5;5;26,8;Yes
1;9,1;31,5;0,5;0;32,8;No
5;1,4;5,5;0,5;1,2;8;Yes
6;1,34;7,5;0,5;1,6;10,4;Yes
3;2,95;11,5;0,5;3;15,8;Yes
2;4,2;15,5;0,5;1;17,8;Yes
1;1,7;16,7;0,5;5,4;23,4;Yes
2;3,72;23,5;0,5;6;30,8;Yes
2;23,07;133,33;0;26,67;160,3;Yes
6;0,68;5;0,5;1;7,3;Yes
1;1,5;8;0,5;0;9,3;No
2;1,5;9;0,5;1;11,3;Yes
1;2,14;10;0,5;0;11,3;No
1;3,3;13;0,5;4,05;18,35;Yes
4;3,3;19,2;0,5;6,15;26,65;Yes
2;0,8;5;0,5;0;6,3;No
1;1,1;5,2;0,5;1,95;8,45;Yes
2;3,32;12;0,5;0;13,3;No
1;3,5;12,7;0,5;1;15;Yes
1;2,3;12,5;0,5;2,75;16,55;Yes
1;4,07;17;0,5;0;18,3;No
1;3,46;21,5;0,5;0;22,8;No
5;0,48;5,5;0,5;1,5;8,3;Yes
1;0,9;7;0,5;0;8,3;No
2;1,5;8;0,5;1,85;11,15;Yes
5;0,88;11;0,5;0;12,3;No
3;2,95;14;0,5;2,9;18,2;Yes
1;3,92;17;0,5;0;18,3;No
1;1,3;15,5;0,5;0;16,8;No
1;15,1;41,5;0,5;6;54,13;Yes
6;0,48;4;0,5;0;5,3;No
1;1,2;5,7;0,5;2,1;9,1;Yes
1;0,95;5,5;0,5;0;6,8;No
2;2,32;9,5;0,5;2;12,8;Yes
2;3,7;13;0,5;2;16,3;Yes
1;2;10,5;0,5;0;11,8;No
2;2,6;12;0,5;2;15,3;Yes
6;6,2;19,5;0,5;0;20,8;No
5;4,6;18;0,5;0;19,3;No
1;5;18,5;0,5;0;19,8;No
1;3,4;21;0,5;0;22,3;No
1;2,8;11;0,5;0;12,3;No
5;2,06;10;0,5;3,15;14,45;Yes
1;3,2;15,5;0,5;0;16,8;No
2;7,7;37,7;0,5;7,8;46,8;Yes
1;1,2;5,5;0,5;0;6,8;No
1;1,1;6;0,5;1,8;9,1;Yes
1;1,15;7;0,5;2,25;10,55;Yes
1;2,7;11,5;0,5;0;12,8;No
1;3,81;15;0,5;3,88;20,18;Yes
1;4,18;15,5;0,5;3,2;20;Yes
1;0,7;4,5;0,5;0;5,8;No
1;0,68;4,5;0,5;0;5,8;No
2;1,5;6,5;0,5;1,4;9,2;Yes
3;0,66;5;0,5;0;6,3;No
1;1,9;11,5;0,5;0;12,8;No
2;3,2;15,5;0,5;0;16,8;No
2;2,71;21,5;0,5;5,5;28,3;Yes
4;0,9;5;0,5;0;6,3;No
1;0,72;5;0,5;2;8,3;Yes
1;3,35;11,5;0,5;3,6;16,4;Yes
1;1;6,7;0,5;1,6;9,6;Yes
1;4,84;15,5;0,5;0;22,13;No
4;2,3;11;0,5;2,45;14,75;Yes
4;3;21,5;0,5;4,55;27,35;Yes
3;4,56;16,5;0,5;3,4;21,2;Yes
1;15,4;52;0;11,6;69,73;Yes
1;8,1;27,5;0,5;5,75;34,55;Yes
1;0,8;5,5;0,5;0;6,8;No
1;2,35;9;0,5;0;10,3;No
1;1,5;8,5;0,5;0;9,8;No
1;2,6;13;0,5;0;14,3;No
1;4,54;19,5;0,5;4;24,8;Yes
1;1,28;15,5;0,5;0;16,8;No
1;8;29;0,5;5;35,3;Yes
3;0,46;4;0,5;0,5;5,8;Yes
1;0,71;4,5;0,5;0;5,8;No
1;0,48;6,5;0,5;0;7,8;No
1;1,6;9;0,5;0;10,3;No
1;2,14;10,5;0,5;2,2;14;Yes
1;2,59;13;0,5;1,5;15,8;Yes
2;1,98;13;0,5;4,05;18,35;Yes
1;4,73;20;0,5;3;24,3;Yes
1;3;12;0,5;3,3;16,6;Yes
2;3,2;15;0,5;0;16,3;No
1;0,7;4,5;0,5;0;5,8;No
1;1,28;6,5;0,5;1,2;9;Yes
1;1,3;7;0,5;1,5;9,8;Yes
6;1,26;7;0,5;2,25;10,55;Yes
4;2;8,5;0,5;0;9,8;No
5;3,15;11;0,5;0;12,3;No
1;1,89;9,5;0,5;2;12,8;Yes
1;3,8;15;0,5;2;18,3;Yes
1;4,29;17,5;0,5;3,6;22,4;Yes
1;2,3;16;0,5;0;17,3;No
1;0,8;5;0,5;1,85;8,15;Yes
1;0,9;5,5;0,5;0;6,8;No
1;1,6;7;0,5;0;8,3;No
1;2;10,5;0,5;2,95;14,75;Yes
1;2;10,5;0,5;0;11,8;No
1;2,1;13,7;0,5;3;18;Yes
1;3,5;17;0,5;0;18,3;No
1;0,6;4,5;0,5;0;5,8;No
1;1,19;6;0,5;2,6;9,9;Yes
2;1,8;8,5;0,5;1,95;11,75;Yes
2;2,1;8,5;0,5;0;9,8;No
5;1,56;8;0,5;0;9,3;No
2;5,5;17,5;0,5;0;18,5;No
1;10,1;30,5;0,5;0;37,13;No
1;0,8;5;0,5;1,55;7,85;Yes
1;1,7;6,7;0,5;1,6;9,6;Yes
1;1,1;5,7;0,5;0,7;7,7;Yes
1;0,53;5,5;0,5;1,2;8;Yes
3;3;11;0,5;3;15,3;Yes
1;1,97;8,5;0,5;0;9,8;No
1;1,63;8,5;0,5;0;9,8;No
1;2,75;12;0,5;3,12;16,42;Yes
2;6,8;25;0,5;2;28,3;Yes
3;1,2;6,2;0,5;1;8,5;Yes
2;1,35;7;0,5;2,25;10,55;Yes
1;1,09;6;0,5;1,62;8,92;Yes
1;0,75;8,5;0,5;0;9,8;No
2;3,6;13,7;0,5;3,75;18,75;Yes
2;4;15,2;0,5;3,3;19,8;Yes
1;4;20;0,5;4,25;25,55;Yes
1;0,8;4,5;0,5;1;6,8;Yes
3;0,62;4,5;0,5;0;5,8;No
5;4,17;15;0,5;0;16,3;No
1;1,06;14;0,5;0;15,3;No
1;4,5;20,5;0,5;0;21,8;No
2;0,8;17;0,5;0;18,3;No
1;10,11;36;0,5;0;37,3;No
1;0,6;4;0,5;0;5,3;No
1;1,02;5;0,5;0;6,3;No
1;1,07;6;0,5;0;7,3;No
2;1,5;7,5;0,5;0;8,8;No
2;1,6;8;0,5;0;9,3;No
5;1,68;10;0,5;0;11,3;No
2;1,4;11;0,5;2,45;14,75;Yes
1;1,8;11,5;0,5;1,5;14,3;Yes
1;5,7;20;0,5;2,7;24;Yes
1;3,6;16,5;0,5;1,7;19,5;Yes
4;5,98;25;0,5;0;26,3;No
1;0,9;5;0,5;0;6,3;No
2;1,31;6;0,5;1,3;8,6;Yes
1;1,12;6,5;0,5;0;7,8;No
2;1,29;7,5;0,5;0;8,8;No
2;1,6;7,7;0,5;0,7;9,7;Yes
1;1,84;9;0,5;0;10,3;No
1;8,2;23;0,5;6,05;30,35;Yes
2;3,3;13;0,5;3,55;17,85;Yes
2;2,7;15;0,5;0;16,3;No
2;3,8;21;0,5;0;22,3;No
1;0;10,5;0,5;0;11,8;No
1;0,8;4,5;0,5;1,7;7,5;Yes
5;0,5;4;0,5;0,9;6,2;Yes
2;0,4;4,5;0,5;0;5,8;No
6;1,11;7,5;0,5;0;8,8;No
1;2,16;10,5;0,5;2;13,8;Yes
1;1,3;9,7;0,5;2,75;13,75;Yes
1;1,81;11;0,5;1;13,3;Yes
1;9,13;26,5;0,5;4,2;32;Yes
1;2,8;13;0,5;2,7;17;Yes
1;2,8;15,5;0,5;5;21,8;Yes
2;0,7;4,5;0,5;1,15;6,95;Yes
1;0,7;4,5;0,5;1;6,8;Yes
1;0,8;5;0,5;1,55;7,85;Yes
4;0,9;5,5;0,5;0;6,8;No
2;0,76;5,5;0,5;1,5;8,3;Yes
6;1,4;7;0,5;1,5;9,8;Yes
1;2;9,5;0,5;0;10,8;No
3;4,1;15;0,5;3,1;19,4;Yes
1;2,9;13;0,5;2,8;16,8;Yes
1;3,88;15,5;0,5;3,2;20;Yes
1;8,61;31;0,5;0;32,3;No
1;1;5;0,5;2;8,3;Yes
2;2;7,7;0,5;1,8;10,8;Yes
1;1,2;6,5;0,5;1;8,8;Yes
1;1,4;7;0,5;1,7;10;Yes
1;2,5;10,5;0,5;2,2;14;Yes
4;2,17;11,5;0,5;0;12,8;No
1;2,59;12,5;0,5;3,25;17,05;Yes
2;8;26,2;0,5;5,5;33;Yes
1;0,17;3;0,5;1,05;5,35;Yes
1;1,57;8;0,5;0;9,3;No
1;1,12;7,5;0,5;0;8,8;No
1;1,17;7,5;0,5;1;9,8;Yes
1;4,1;14;0,5;3,05;18,35;Yes
2;2,6;11;0,5;0;12,3;No
1;2,96;12,5;0,5;3,25;17,05;Yes
3;4,4;18,2;0,5;3;22,5;Yes
2;1,54;17;0,5;2;20,3;Yes
1;2,7;12,5;0,5;0;13,8;No
1;2,3;13,5;0,5;0;14,8;No
6;5,54;19,5;0,5;6;26,8;Yes
2;0,4;3,2;0,5;0,9;5,4;Yes
2;1,5;6,2;0,5;1;8,5;Yes
1;1,8;8;0,5;0;9,3;No
1;1,8;10;0,5;0;11,3;No
3;8,1;25,5;0,5;3;29,8;Yes
2;4,4;18,5;0,5;3,95;23,75;Yes
1;8,18;27,5;0,5;7;35,8;Yes
1;14;41;0,5;5;52,63;Yes
1;0,4;4;0,5;1,05;6,35;Yes
1;0,48;4,5;0,5;1;6,8;Yes
1;0,65;5;0,5;1,65;7,95;Yes
2;1,97;7,5;0,5;0;8,8;No
1;0,8;8;0,5;0;9,3;No
1;1,3;9;0,5;0;10,3;No
1;1,6;9,7;0,5;2,2;13,2;Yes
2;3,4;12,7;0,5;2,8;16,8;Yes
1;3,2;13;0,5;4,25;18,55;Yes
3;3,14;13;0,5;2,7;17;Yes
4;7,4;26;0,5;0;27,3;No
1;10,75;33,5;0,5;0;34,8;No
3;0,4;4,5;0,5;0;5,8;No
1;1,2;7,5;0,5;0;8,8;No
1;3,2;12;0,5;0;13,3;No
1;17,21;52;0;5;63,13;Yes
1;0,4;3,5;0,5;0;4,8;No
2;0,67;4,5;0,5;1;6,8;Yes
5;0,31;5;0,5;0;6,3;No
1;1,6;7;0,5;0;8,3;No
1;0,66;6;0,5;0;7,3;No
1;5,38;18;0,5;0;19,3;No
5;0,46;4;0,5;0;5,3;No
2;1;5,5;0,5;0;6,8;No
1;2,56;11;0,5;0;12,3;No
1;5,4;18,5;0,5;0;19,8;No
1;4,39;16;0,5;0;17,3;No
1;2,86;13,5;0,5;0;14,8;No
1;4,52;17;0,5;3,5;21,8;Yes
2;6,9;22,5;0,5;0;23,8;No
1;8,38;26;0,5;0;27,3;No
2;0,68;4,5;0,5;1,5;7,3;Yes
3;1,1;6,5;0,5;0;7,8;No
1;1,75;8;0,5;2,55;11,85;Yes
1;1,5;7,5;0,5;1,75;10,55;Yes
5;2,99;12;0,5;2,5;15,8;Yes
1;4,73;17,5;0,5;0;18,8;No
1;4,8;18;0,5;4,62;23,92;Yes
1;2,6;9,5;0,5;3,2;14;Yes
1;1,8;8,2;0,5;1,9;11,4;Yes
1;5;16;0,5;0;17,3;No
2;4;14;0,5;0;15,3;No
1;1,46;11;0,5;2,3;14,6;Yes
3;2,27;13;0,5;1;15,3;Yes
2;5,7;20,5;0,5;0;21,8;No
1;0,7;5;0,5;1,25;7,55;Yes
6;1,05;6;0,5;0;7,3;No
1;0,7;6;0,5;0;7,3;No
1;1,2;7;0,5;1,65;9,95;Yes
6;5,15;16;0,5;0;17,3;No
2;2,2;10;0,5;0;11,3;No
2;1,4;10,2;0,5;2,87;14,37;Yes
1;0,5;12;0,5;2,65;15,95;Yes
6;0,42;3,5;0,5;0;4,8;No
1;1;5;0,5;1,1;7,4;Yes
2;0,8;5,5;0,5;0;6,8;No
1;1,6;7,5;0,5;0;8,8;No
1;1,43;8;0,5;1,7;11;Yes
1;2,1;11;0,5;0;12,3;No
1;3,62;14;0,5;4,35;19,65;Yes
2;4,1;15,5;0,5;4,2;21;Yes
2;2,57;15;0,5;0;16,3;No
5;4,13;18;0,5;3,7;23;Yes
1;7,1;25,5;0,5;0;26,8;No
1;0,9;6,7;0,5;2;10;Yes
1;2,2;9,5;0,5;0;10,8;No
1;1,78;8,5;0,5;0;9,8;No
1;2,34;10,5;0,5;0;11,8;No
6;1,92;11,5;0,5;0;12,8;No
1;4,7;16,5;0,5;3,55;21,35;Yes
1;2;13;0,5;3,55;17,85;Yes
3;2,6;17;0,5;3,65;21,95;Yes
1;6,6;24;0,5;5,05;30,35;Yes
5;0,6;4,5;0,5;1,5;7,3;Yes
1;1,5;9;0,5;0;10,3;No
1;3,05;16;0,5;0;17,3;No
1;5,71;21;0,5;5,38;27,68;Yes
4;10,8;40;0,5;8,25;49,55;Yes
1;0,69;5;0,5;1,1;7,4;Yes
5;1,86;7;0,5;0;8,3;No
1;1,6;8;0,5;0;9,3;No
1;1,7;9;0,5;2,85;13,15;Yes
1;1,29;10;0,5;1,5;12,8;Yes
2;3,2;14;0,5;3,05;18,35;Yes
1;2,7;12,7;0,5;2,8;16,8;Yes
1;0;2,5;0,5;0;3,8;No
2;1,19;5;0,5;0;6,3;No
1;0,5;4;0,5;0;5,3;No
1;1,4;6,2;0,5;1,22;8,72;Yes
1;1,48;6,5;0,5;1,75;9,55;Yes
1;1,24;6,5;0,5;0;7,8;No
1;1,75;8,5;0,5;0;9,8;No
1;2,2;9,7;0,5;2,2;13,2;Yes
1;3,2;12,5;0,5;0;13,8;No
5;3,31;13,5;0,5;2,8;17,6;Yes
1;1,8;12,5;0,5;2,75;16,55;Yes
1;7,99;24,5;0,5;1;26,8;Yes
3;0,43;4,5;0,5;0;5,8;No
2;1,11;7,5;0,5;2;10,8;Yes
1;2,62;11;0,5;2,3;14,6;Yes
3;3,1;11;0,5;0;12,3;No
2;1,62;9,5;0,5;2;12,8;Yes
1;7,42;23;0,5;0;24,3;No
3;0,1;2,5;0,5;0;3,8;No
1;0,87;4,5;0,5;1,25;7,05;Yes
1;0,9;6,7;0,5;2;10;Yes
5;2,51;11;0,5;0;12,3;No
1;3,2;14;0,5;2;17,3;Yes
1;5,28;21;0,5;4,3;26,6;Yes
1;3,42;18;0,5;0;19,3;No
4;8,96;34;0,5;6,9;42,2;Yes
1;1;5,5;0,5;0;6,8;No
1;1,38;7;0,5;0;8,3;No
1;1,34;7;0,5;1,88;10,18;Yes
1;1,43;7;0,5;1,5;9,8;Yes
1;1,6;8,5;0,5;0;9,8;No
2;6,28;18,5;0,5;1;20,8;Yes
1;3,2;13,5;0,5;2,95;17,75;Yes
2;1,63;11,5;0,5;3,6;16,4;Yes
2;4,73;16,5;0,5;0;17,8;No
1;2,85;13;0,5;0;14,3;No
3;2,84;14,5;0,5;3;18,8;Yes
4;1,9;14,5;0,5;0;15,8;No
1;0,9;5,5;0,5;0;6,8;No
5;2,33;10,5;0,5;2,2;14;Yes
1;1,66;9,5;0,5;0;10,8;No
1;2,9;12,5;0,5;0;13,8;No
2;3;14;0,5;1,8;17,1;Yes
6;2,41;14,5;0,5;1;16,8;Yes
1;7,1;24,5;0,5;6,45;32,25;Yes
2;1,23;7;0,5;1,5;9,8;Yes
1;1,66;0,01;0;0;0,81;No
2;1,78;8;0,5;0;9,3;No
1;1,5;8;0,5;0;9,3;No
1;1,88;10;0,5;0;11,3;No
1;2,26;11;0,5;3,45;15,75;Yes
2;7,5;22;0,5;0;23,3;No
1;2,98;13;0,5;0;14,3;No
2;6,52;21,5;0,5;0;22,8;No
2;3,2;14,7;0,5;4;20;Yes
1;7,5;25;0,5;0;26,3;No
2;3,1;17,5;0,5;2,5;21,3;Yes
3;1,2;7;0,5;0;8,3;No
2;2,1;10;0,5;0;11,3;No
2;2,8;13;0,5;2,85;17,15;Yes
2;0,9;20,5;0,5;0,31;22,11;Yes
1;2,52;10;0,5;0;11,3;No
1;1,3;7,5;0,5;1,75;10,55;Yes
2;1,9;9,7;0,5;2,5;13,5;Yes
2;0,9;9,5;0,5;2,1;12,6;Yes
3;1,2;11;0,5;0;12,3;No
6;2,57;17,5;0,5;4,5;23,3;Yes
1;0,46;3,5;0,5;0;4,8;No
1;0,9;5;0,5;1,1;7,4;Yes
1;0,4;4,5;0,5;0;5,8;No
1;1,12;5,5;0,5;1,2;8;Yes
1;0,87;7;0,5;0;8,3;No
2;2,7;9,7;0,5;2,2;13,2;Yes
1;1,3;8;0,5;0;9,3;No
6;2,03;13;0,5;0;14,3;No
1;2,8;17,5;0,5;0;18,8;No
2;5,03;21;0,5;5,38;27,68;Yes
1;4,66;22,5;0,5;0;23,8;No
1;0,7;4;0,5;0;5,3;No
1;0,4;4,5;0,5;1;6,8;Yes
1;1,18;6;0,5;0;7,3;No
1;1,26;7;0,5;0;8,3;No
1;1,2;7;0,5;0;8,3;No
1;1,67;8;0,5;0;9;No
4;1,7;8,5;0,5;0;9,8;No
3;2,4;10;0,5;0;11,3;No
2;4,1;13,5;0,5;0;14,5;No
3;1,72;9,5;0,5;1;11,8;Yes
1;5,19;17,5;0,5;3,6;22,4;Yes
2;7,2;21,5;0,5;5,6;33,73;Yes
5;1,09;5,5;0,5;0;6,8;No
2;0,8;5,5;0,5;1,5;8,3;Yes
2;0,5;5,5;0,5;1,2;8;Yes
1;3,8;13;0,5;2,85;17,15;Yes
1;1,85;9;0,5;0;10,3;No
1;2,9;13;0,5;0;14,3;No
2;2,7;14,5;0,5;1;16,8;Yes
1;0,8;5,2;0,5;1,62;8,12;Yes
1;1,29;6,5;0,5;0;7,8;No
1;1,81;8;0,5;2,12;11,42;Yes
4;2,42;11,5;0,5;2,4;15,2;Yes
1;4,54;18;0,5;3,7;23;Yes
3;4,6;17,5;0,5;3,75;22,55;Yes
2;6;18;0,5;0;19,3;No
1;2,6;12;0,5;3,95;17,25;Yes
1;1,7;10;0,5;0;11,3;No
1;2,02;12,5;0,5;2,2;16;Yes
1;5,3;18,7;0,5;4;24;Yes
1;6,49;21,5;0,5;4,4;27,2;Yes
2;4,2;18;0,5;3,85;23,15;Yes
1;10,07;30;0,5;0;31,3;No
1;1,3;5,5;0,5;0;6,8;No
2;0,2;4,2;0,5;1,1;6,6;Yes
1;0,9;5,5;0,5;1,36;8,16;Yes
1;2;8,2;0,5;2,37;11,87;Yes
1;1,4;7,5;0,5;0;8,8;No
1;3,54;14;0,5;2,9;18,2;Yes
2;1,48;7;0,5;1,5;9,8;Yes
2;3,1;11,5;0,5;2,55;15,35;Yes
1;2,03;9,5;0,5;2;12,8;Yes
3;1,1;8,5;0,5;0;9,8;No
1;0,9;9;0,5;0;10,3;No
1;4,2;16,5;0,5;1,5;19,3;Yes
2;1,2;6,2;0,5;2;9,5;Yes
1;0,9;6,5;0,5;2,3;10,1;Yes
1;2;9;0,5;0;10,3;No
2;5,67;21,5;0,5;4,4;27,2;Yes
1;1,1;6,2;0,5;1,87;9,37;Yes
1;1,5;7;0,5;1,5;9,8;Yes
1;1,71;7,5;0,5;0;8,8;No
1;3,2;12;0,5;0;13,3;No
2;1,9;10;0,5;0;11,3;No
1;1,8;10,5;0,5;2,95;14,75;Yes
1;4,68;16,5;0,5;0;17,8;No
2;2,9;14;0,5;0;15,3;No
1;3;14;0,5;0;15,3;No
2;5,11;19,5;0,5;0;20,8;No
1;8,39;28;0,5;5,7;35;Yes
2;3,6;18,5;0,5;3,95;23,75;Yes
1;3,94;14;0,5;2,9;18,2;Yes
2;2,3;10,5;0,5;2;13,8;Yes
4;4,2;15,5;0,5;0;16,8;No
1;3,6;18,5;0,5;0;19,8;No
4;4;18,7;0,5;4;24;Yes
1;2,3;21,7;0,5;0;23;No
1;1;5,5;0,5;0;6,8;No
1;1,52;9,5;0,5;0;10,8;No
6;2,07;12,5;0,5;1;14,8;Yes
2;2,94;16;0,5;1;18,3;Yes
2;4,2;26,2;0,5;5,5;33;Yes
2;1,1;5;0,5;0;6,3;No
1;0,91;6;0,5;0;7,3;No
1;0,6;5,5;0,5;0;6,8;No
1;1,1;5,5;0,5;0;6,8;No
1;2,04;8;0,5;0;9,3;No
1;1,2;7;0,5;1,7;10;Yes
6;1,22;7;0,5;0;8,3;No
4;1,06;7,5;0,5;1,6;10,4;Yes
1;2,95;11,5;0,5;0;12,8;No
1;2,27;11;0,5;3,45;15,75;Yes
1;3,49;14;0,5;0;15,3;No
1;3,2;11,5;0,5;0;12,8;No
1;2,9;12,5;0,5;2,75;16,55;Yes
